title,url,price,log_price,brand,cpu_family,ram_gb,storage_gb,outlier_flag
"Acer Aspire 15 AS15-42 Ryzen 5 7430U 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-15-as15-42-ryzen-5-7430u-laptop,54900,10.913268627497622,Acer,AMD,8,512,FALSE
"Acer Aspire 15 AS15-42 Ryzen 3 7330U 8GB 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-15-as15-42-ryzen-3-7330u-8gb-laptop,49000,10.799575577092764,Acer,AMD,8,512,FALSE
"Lenovo LOQ 15IAX9E Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/lenovo-loq-15iax9e-i5-12th-gen-gaming-laptop,89500,11.401993904262946,Lenovo,Intel,4,512,FALSE
ASUS Vivobook 15 X1504ZA-NJ1277W i7-1255U 16GB 15.6 Inch FHD Laptop,https://www.startech.com.bd/asus-vivobook-15-x1504za-i7-1255u-512gb-laptop,82000,11.314474526246391,ASUS,Intel,16,512,FALSE
"Dell Inspiron 14 5440 Intel Core i5 13th Gen 14"" FHD Laptop",https://www.startech.com.bd/dell-inspiron-14-5440-core-i5-laptop,89500,11.401993904262946,Dell,Intel,16,512,FALSE
"MSI Thin 15 B13UC Core i5 13th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-thin-15-b13uc-core-i5-13th-gen-rtx-3050-fhd-gaming-laptop,87000,11.37366339763672,MSI,Intel,8,512,FALSE
"HP ProBook 440 G11 Core Ultra 5 14"" FHD Laptop",https://www.startech.com.bd/hp-probook-440-g11-laptop,88000,11.385092093460344,HP,Other,8,512,FALSE
Tecno MEGABOOK T15RA Core i9 13th Gen 15.6-inch FHD Laptop,https://www.startech.com.bd/tecno-megabook-t15ra-laptop,89900,11.406453220459712,Tecno,Intel,32,1024,FALSE
"ASUS ExpertBook P3 P3405CVA Core i7 13th Gen 14"" WUXGA Laptop",https://www.startech.com.bd/asus-expertbook-p3-p3405cva-laptop,110000,11.608235644774552,ASUS,Intel,16,512,FALSE
"Asus ExpertBook P1 P1403CVA Core i7 13th Gen 13620H 14"" FHD Laptop",https://www.startech.com.bd/asus-expertbook-p1-p1403cva-core-i7-13620h-laptop,89500,11.401993904262946,ASUS,Intel,16,512,FALSE
"Asus ExpertBook P1 P1403CVA Core i7 13th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-expertbook-p1-p1403cva-laptop,93000,11.440354772135393,ASUS,Intel,16,512,FALSE
"Asus TUF Gaming A15 FA506NFR Ryzen 7 7435HS RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-a15-fa506nfr-ryzen-7-gaming-laptop,92500,11.434963923500517,ASUS,AMD,8,512,FALSE
"HP Victus 15-fb1054AX Ryzen 5 7535HS RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/hp-victus-15-fb1054ax-gaming-laptop,91000,11.418614785498987,HP,AMD,8,512,FALSE
"HP Victus 15-fb1055AX Ryzen 5 7535HS RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/hp-victus-15-fb1055ax-gaming-laptop,91000,11.418614785498987,HP,AMD,8,512,FALSE
"ASUS Vivobook 15 X1504VA Core i7 13th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-x1504va-core-i7-laptop,96500,11.477298287327077,ASUS,Intel,16,512,FALSE
"ASUS Vivobook 15 X1504VA Core i7 13th Gen 16GB RAM 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-x1504va-core-i7-16gb-ram-laptop,96500,11.477298287327077,ASUS,Intel,16,512,FALSE
"HP Victus Gaming 15-fb1053AX Ryzen 5-7535HS RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/hp-victus-gaming-15-fb1053ax-ryzen-5-7535hs-gaming-laptop,98000,11.49272275765271,HP,AMD,8,512,FALSE
"ASUS ExpertBook P1 P1403CVA Core i3 13th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-expertbook-p1-p1403cva-core-i3-13th-gen-laptop,62000,11.03488966402723,ASUS,Intel,8,512,FALSE
"ASUS Vivobook 14 F1407QA Snapdragon X X1 14"" WUXGA Copilot+ PC Laptop",https://www.startech.com.bd/asus-vivobook-14-f1407qa-snapdragon-x-x1-laptop,98000,11.49272275765271,ASUS,Qualcomm,16,1024,FALSE
"ASUS Vivobook 14 F1407QA Snapdragon X X1 14"" WUXGA Copilot+ PC Laptop Platinum Gold",https://www.startech.com.bd/asus-vivobook-14-f1407qa-laptop-platinum-gold,98000,11.49272275765271,ASUS,Qualcomm,16,1024,FALSE
Lenovo ThinkPad P14s Gen 2 Core i5 Business Laptop,https://www.startech.com.bd/lenovo-thinkpad-p14s-gen-2-core-i5-11th-gen-fhd-laptop,80000,11.289781913656018,Lenovo,Intel,8,512,FALSE
"ASUS Vivobook 15 X1504VA-NJ263W Core i7 13th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-x1504va-nj263w-core-i7-laptop,100000,11.512925464970229,ASUS,Intel,16,512,FALSE
"ASUS VivoBook 15X K3504VA Core i5 13th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15x-k3504va-core-i5-13th-gen-laptop,95000,11.461632170582678,ASUS,Intel,16,512,FALSE
"MSI Modern 15 F1MG Core 7 150U AI Optimized 15.6"" FHD Laptop Urban Silver",https://www.startech.com.bd/msi-modern-15-f1mg-core-7-150u-laptop-urban-silver,100900,11.5218852063417,MSI,Intel,8,1024,FALSE
ASUS Vivobook 15 OLED A1505VA Core i7 13th Gen 15.6 Inch FHD Laptop,https://www.startech.com.bd/asus-vivobook-15-oled-a1505va-core-i7-laptop,101000,11.522875795823397,ASUS,Intel,16,512,FALSE
"ASUS Vivobook 15 OLED A1505VA Core i7 13th Gen 15.6"" FHD OLED Laptop",https://www.startech.com.bd/asus-vivobook-15-oled-a1505va-core-i7-13th-gen-laptop,101000,11.522875795823397,ASUS,Intel,8,512,FALSE
"MSI Thin 15 B13VE Core i5 13th Gen RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-thin-15-b13ve-i5-13th-gen-gaming-laptop,102900,11.541512921822141,MSI,Intel,8,512,FALSE
MacBook Air M2 Chip 13.6-inch,https://www.startech.com.bd/apple-macbook-air-m2-13-inch,101000,11.522875795823397,Apple,Apple,16,256,FALSE
"Acer Aspire 3 A325-53 Core i5 13th Gen 1334U 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-3-a325-53-core-i5-1334u-fhd-laptop,67500,11.119882876860622,Acer,Intel,8,512,FALSE
"ASUS Vivobook 16X K3605ZF Core i5 12th Gen RTX 2050 4GB Graphics 16"" WUXGA Laptop",https://www.startech.com.bd/asus-vivobook-16x-k3605zf-core-i5-laptop,96500,11.477298287327077,ASUS,Intel,8,512,FALSE
"Acer Aspire 3 A325-53 Core i5 13th Gen 16GB 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-3-a325-53-core-i5-1334u-laptop,69500,11.149082031552883,Acer,Intel,16,512,FALSE
"Acer Aspire 3 A325-53 Core i5 13th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-3-a325-53-core-i5-laptop,65000,11.082142548877775,Acer,Intel,8,512,FALSE
"Acer Aspire 3 A325-53 Core i5 13th Gen 15.6"" FHD Win11 Laptop",https://www.startech.com.bd/acer-aspire-3-a325-53-laptop,66500,11.104957226643945,Acer,Intel,8,512,FALSE
"Acer Aspire 3 A325-53 Core i5 13th Gen 15.6"" FHD Silver Laptop",https://www.startech.com.bd/acer-aspire-3-a325-53-core-i5-1334u-silver-laptop,65500,11.089805421623343,Acer,Intel,8,512,FALSE
"ASUS Vivobook 16X K3605ZF Core i5 8GB RAM 512GB SSD 16"" WUXGA Display Laptop",https://www.startech.com.bd/asus-vivobook-16x-k3605zf-rp785-core-i5-laptop,96500,11.477298287327077,ASUS,Intel,8,512,FALSE
"ASUS Vivobook S14 M3407HA Ryzen 5 220 14"" WUXGA Laptop",https://www.startech.com.bd/asus-vivobook-s14-m3407ha-ryzen-5-laptop,105000,11.56171562913966,ASUS,AMD,16,1024,FALSE
"ASUS Vivobook S14 M3407HA Ryzen 7 260 14"" WUXGA Copilot+ PC Laptop",https://www.startech.com.bd/asus-vivobook-s14-m3407ha-ryzen-7-14-inch-laptop,118500,11.682668239557323,ASUS,AMD,16,1024,FALSE
"ASUS VivoBook 14 F1407CA Core Ultra 5 225H 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-14-f1407ca-core-ultra-5-225h-laptop,105500,11.566466231898259,ASUS,Intel,16,1024,FALSE
"Lenovo IdeaPad Slim 3 14IAH8 Core i5 12th Gen 14"" FHD Military Grade Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3-14iah8-core-i5-12th-gen-laptop,66800,11.109458359524737,Lenovo,Intel,8,512,FALSE
"Lenovo LOQ 15IAX9 Core i5 12th Gen RTX 3050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",https://www.startech.com.bd/lenovo-loq-15iax9-core-i5-12th-gen-rtx-3050-gaming-laptop,114500,11.648330101976432,Lenovo,Intel,16,512,FALSE
"ASUS TUF Gaming A15 FA506NCG Ryzen 7 7445HS RTX 3050 4GB Graphics 15.6"" FHD 144Hz Laptop",https://www.startech.com.bd/asus-tuf-gaming-a15-fa506ncg-laptop,106000,11.571194373094205,ASUS,AMD,8,512,FALSE
"Asus ExpertBook B1 B1403CVA Core 7 150U 14"" FHD Laptop",https://www.startech.com.bd/asus-expertbook-b1-b1403cva-core-7-laptop,106500,11.575900264131617,ASUS,Intel,16,512,FALSE
"HP Victus 15-fa1393TX Core i5 13 Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/hp-victus-15-fa1393tx-gaming-laptop,106000,11.571194373094205,HP,Intel,8,512,FALSE
"ASUS Vivobook 16X K3605ZF Core I5 12th Gen RTX 2050 4GB Graphics 16"" WUXGA Display Laptop",https://www.startech.com.bd/asus-vivobook-16x-k3605zf-core-i5-12th-gen-16-inch-laptop,97500,11.487607656985938,ASUS,Intel,8,512,FALSE
"Walton ACC TAMARIND EX514H Core Ultra 5 14"" 2.8K IPS 120Hz Display Laptop",https://www.startech.com.bd/walton-acc-tamarind-ex514h-core-ultra-5-laptop,112550,11.631152846334878,Walton,Intel,16,1024,FALSE
"HP ProBook 440 G11 Core Ultra 7 14"" FHD Laptop",https://www.startech.com.bd/hp-probook-440-g11-core-ultra-7-laptop,115500,11.657025808943985,HP,Other,8,512,FALSE
"Dell Inspiron 14 5440 Core 7 150U 14"" FHD Laptop",https://www.startech.com.bd/dell-inspiron-14-5440-core-7-laptop,114000,11.643953727376633,Dell,Intel,16,512,FALSE
"ASUS TUF Gaming F16 FX607VB Core 5 210H RTX 3050A 4GB Graphics 16"" WUXGA Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-f16-fx607vb-core-5-210h-gaming-laptop,115800,11.659619844121032,ASUS,Intel,8,512,FALSE
"HP ProBook 460 G11 Core Ultra 7 16"" WUXGA Laptop",https://www.startech.com.bd/hp-probook-460-g11-core-ultra-7-laptop,117500,11.67419361256635,HP,Other,8,512,FALSE
"ASUS VivoBook S14 S3407CA Core Ultra 5 225H 14"" WUXGA Laptop",https://www.startech.com.bd/asus-vivobook-s14-s3407ca-intel-core-ultra-5-225h-laptop,120000,11.695247021764184,ASUS,Intel,16,1024,FALSE
"Lenovo LOQ 15IAX9E Core i5 12th Gen RTX 4050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",https://www.startech.com.bd/lenovo-loq-15iax9e-core-i5-12th-gen-gaming-laptop,121000,11.703545824578878,Lenovo,Intel,16,512,FALSE
"Asus Vivobook 15X K3504VA Core i7 13th Gen 16GB RAM 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15x-k3504va-core-i7-13th-gen-fhd-laptop,115000,11.652687407345388,ASUS,Intel,16,512,FALSE
"ASUS ExpertBook B5 B5302FEA-LF1125 Core i5 11th Gen 13.3"" FHD Touch Laptop",https://www.startech.com.bd/asus-expertbook-b5-b5302fea-lf1125-i5-11th-gen-touch-laptop,120000,11.695247021764184,ASUS,Intel,8,512,FALSE
"ASUS VivoBook S14 S3407CA Core Ultra 5 225H 14"" WUXGA Laptop Cool Silver",https://www.startech.com.bd/asus-vivobook-s14-s3407ca-laptop,120000,11.695247021764184,ASUS,Intel,16,1024,FALSE
"MacBook Air M4 Chip 13-inch (10‑core CPU, 8 core GPU)",https://www.startech.com.bd/apple-macbook-air-m4-13-inch,121500,11.70766954176274,Apple,Apple,16,256,FALSE
"Lenovo Yoga Slim 7 14IMH9 Core Ultra 5 125H 512GB SSD 14"" OLED Laptop",https://www.startech.com.bd/lenovo-yoga-slim-7-14imh9-core-ultra-5-512gb-laptop,132000,11.790557201568507,Lenovo,Intel,16,512,FALSE
"Dell Latitude 5450 Core Ultra 5 125U 14"" FHD Laptop",https://www.startech.com.bd/dell-latitude-5450-core-ultra-5-laptop,129500,11.771436160121729,Dell,Intel,8,512,FALSE
"Lenovo LOQ 15IAX9E Core i7 12th Gen RTX 4050 AI Integrated 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/lenovo-loq-15iax9e-core-i7-12th-gen-gaming-laptop,130000,11.77528972943772,Lenovo,Intel,16,512,FALSE
"Dell Latitude 5450 Core Ultra 5 125U 16GB RAM 14"" FHD Laptop",https://www.startech.com.bd/dell-latitude-5450-laptop,105000,11.56171562913966,Dell,Intel,16,512,FALSE
"Gigabyte G5 MF5 Core i7 13th Gen RTX 4050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",https://www.startech.com.bd/gigabyte-g5-mf5-core-i7-13th-gen-laptop,134000,11.805595078933049,Gigabyte,Intel,16,1024,FALSE
"Acer Aspire 3 A325-53 Core i3 13th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-3-a325-53-core-i3-1305u-laptop,54000,10.896739325546411,Acer,Intel,8,512,FALSE
"Acer Aspire Lite-AL15-31 Intel N100 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-lite-al15-31-intel-n100-laptop,39700,10.589106466675283,Acer,Intel,8,512,FALSE
"Lenovo LOQ 15IRX9 Core i7 13th Gen RTX 3050 6GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/lenovo-loq-15irx9-core-i7-13th-gen-gaming-laptop,136500,11.824079893607152,Lenovo,Intel,4,512,FALSE
"Asus V16 V3607VU Core 5 210H RTX 4050 6GB Graphics 16"" WUXGA 144Hz Gaming Laptop",https://www.startech.com.bd/asus-v16-v3607vu-core-5-gaming-laptop,129000,11.76756768334381,ASUS,Intel,16,512,FALSE
"Walton ACC KARONDA GX713H Core i7 13th Gen RTX 4050 6GB Graphics 15.3"" 2.5K Gaming Laptop",https://www.startech.com.bd/walton-acc-karonda-gx713h-core-i7-13th-gen-laptop,137750,11.83319572701516,Walton,Intel,16,1024,FALSE
"MSI VenturePro 15 A2RWEG Core 5 210H RTX 5050 8GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-venturepro-15-a2rweg-laptop,144900,11.883799128308773,MSI,Intel,16,512,FALSE
"Lenovo Yoga Slim 7 14IMH9 Core Ultra 5 125H 14"" WUXGA OLED Laptop",https://www.startech.com.bd/lenovo-yoga-slim-7-14imh9-laptop,148000,11.904967552746252,Lenovo,Intel,16,512,FALSE
"Lenovo LOQ 15IRX9 Core i7 13th Gen RTX 4050 6GB Graphics 15.6"" FHD AI Powered Gaming Laptop",https://www.startech.com.bd/lenovo-loq-15irx9-core-i7-13th-gen-fhd-gaming-laptop,148500,11.908340237224891,Lenovo,Intel,16,1024,FALSE
"HP Envy x360 2-in-1 14-fc0147TU Core Ultra 7 14"" Touch Laptop",https://www.startech.com.bd/hp-envy-x360-2-in-1-14-fc0147tu-core-ultra-7-laptop,147000,11.898187865760873,HP,Intel,16,1024,FALSE
"Acer Swift Go 14 SFG14-73 Core Ultra 7 155H 14"" WQXGA+ OLED AI Laptop",https://www.startech.com.bd/acer-swift-go-14-sfg14-73-core-ultra-7-laptop,146000,11.891361900690473,Acer,Intel,16,1024,FALSE
"ASUS TUF Gaming F16 FX607VU Core 5 210H RTX 4050 6GB Graphics 16"" WUXGA Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-f16-fx607vb-core-5-rtx-4050-gaming-laptop,148000,11.904967552746252,ASUS,Intel,16,512,FALSE
"Gigabyte A16 GA6H Core i7 13th Gen 16"" FHD+ WUXGA Nvidia RTX 5050 Gaming Laptop",https://www.startech.com.bd/gigabyte-gaming-a16-ga6h-cmh-core-i7-laptop,136000,11.820410164718188,Gigabyte,Intel,16,512,FALSE
"ASUS Zenbook 14 OLED UX3405CA Core Ultra 5 225H 14"" WUXGA Touch Laptop Ponder Blue",https://www.startech.com.bd/asus-zenbook-14-oled-ux3405ca-core-ultra-5-225h-laptop,150000,11.918390573078392,ASUS,Intel,16,512,FALSE
"ASUS Zenbook 14 OLED UX3405CA Core Ultra 5 225H 14"" WUXGA Touch Laptop",https://www.startech.com.bd/asus-zenbook-14-oled-ux3405ca-core-ultra-5-laptop,150000,11.918390573078392,ASUS,Intel,16,512,FALSE
"MacBook Air M4 Chip 13-inch (10‑core CPU, 10 core GPU)",https://www.startech.com.bd/macbook-air-m4-13-inch-10-core-gpu,155000,11.951180395901384,Apple,Apple,16,512,FALSE
MacBook Air M4 Chip 15-inch,https://www.startech.com.bd/apple-macbook-air-m4-15-inch,149000,11.911701584927597,Apple,Apple,16,512,FALSE
"ASUS Vivobook S 16 OLED M5606KA Ryzen AI 5 340 3K OLED Copilot+PC 16"" Laptop",https://www.startech.com.bd/asus-vivobook-s-16-oled-m5606ka-ryzen-ai-5-laptop,160000,11.982929094215963,ASUS,AMD,16,512,FALSE
"ASUS Vivobook S 16 OLED M5606KA Ryzen AI 5 340 3K OLED Copilot+PC 16"" Laptop Cool Silver",https://www.startech.com.bd/asus-vivobook-s-16-oled-m5606ka-laptop,160000,11.982929094215963,ASUS,AMD,16,512,FALSE
"Asus V16 V3607VU Core 7 240H RTX 4050 6GB Graphics 16"" WUXGA 144Hz Gaming Laptop",https://www.startech.com.bd/asus-v16-v3607vu-gaming-laptop,160000,11.982929094215963,ASUS,Intel,16,512,FALSE
"Walton ACC WAXJAMBU GL714HX Core i7 14th Gen RTX 4060 8GB Graphics 16"" 2.5K 240Hz Gaming Laptop",https://www.startech.com.bd/walton-acc-waxjambu-gl714hx-gaming-laptop,162550,11.99874092573205,Walton,Intel,16,1024,FALSE
"Asus V16 V3607VH Core 7 240H RTX 5050 8GB Graphics 16"" WUXGA Gaming Laptop",https://www.startech.com.bd/asus-v16-v3607vh-laptop,164000,12.007621706806335,ASUS,Intel,16,1024,FALSE
"Lenovo Yoga 7 2-in-1 14ILL10 Core Ultra 5 228V 14"" 2.8K OLED Touch Laptop",https://www.startech.com.bd/lenovo-yoga-7-2-in-1-14ill10-laptop,168000,12.031719258385396,Lenovo,Intel,32,1024,FALSE
"MSI Katana 15 HX B14WEK Core i7 14th Gen RTX 5050 8GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-katana-15-hx-b14wek-laptop,165900,12.019140476178535,MSI,Intel,16,512,FALSE
"ASUS Vivobook S 15 OLED S5507QA Snapdragon X Elite 15.6"" Copilot+ PC Laptop",https://www.startech.com.bd/asus-vivobook-s-15-oled-s5507qa-laptop,168000,12.031719258385396,ASUS,Qualcomm,16,512,FALSE
"ASUS Vivobook 15 A1504VA Core 5 120U 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-a1504va-core-5-120u-laptop,74500,11.218554404367652,ASUS,Intel,16,512,FALSE
